reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,_parsed_date,reason_text
2025.8059,SPS,food,Unauthorised substance chlorpyrifos in sesame seeds from India,20-10-2025 15:59:14,Germany,information notification for attention,serious,Germany,"INFOSAN,India",,"Germany,India",India,chlorpyrifos  unauthorised substance - {pesticide residues},10/20/2025 15:59,Unauthorised substance chlorpyrifos in sesame seeds from India | chlorpyrifos  unauthorised substance - {pesticide residues}
2025.8023,Other/Unmatched,food,Significant exceedance of Pyrrolizidine alkaloids in Ajwain from India via France ,17-10-2025 15:56:47,Denmark,alert notification,serious,"Denmark,France","Denmark,INFOSAN,India",France,"Denmark,France,India",India,pyrrolizidine alkaloids   - {natural toxins (other)},10/17/2025 15:56,Significant exceedance of Pyrrolizidine alkaloids in Ajwain from India via France  | pyrrolizidine alkaloids   - {natural toxins (other)}
2025.7903,SPS,food,Presenza di Salmonella spp  in Code di gamberone monocero scottate congelate IQF/Presence of Salmonella spp in IQF frozen lightly cooked prawn tails from India,15-10-2025 11:02:30,Italy,information notification for attention,serious,Italy,,,"India,Italy",India,Salmonella spp.  - {pathogenic micro-organisms},10/15/2025 11:02,Presenza di Salmonella spp  in Code di gamberone monocero scottate congelate IQF/Presence of Salmonella spp in IQF frozen lightly cooked prawn tails from India | Salmonella spp.  - {pathogenic micro-organisms}
2025.7844,SPS,food,Dithiocarbamates in dragon fruits from Vietnam,13-10-2025 15:04:00,France,border rejection notification,potentially serious,,,,"France,Vietnam",Vietnam,dithiocarbamates   - {pesticide residues},10/13/2025 15:04,Dithiocarbamates in dragon fruits from Vietnam | dithiocarbamates   - {pesticide residues}
2025.7837,SPS,food,przekroczony  poziom  zawartości ochratoksyny A oraz  NDP  pestycydu  Tricyklazolu  w  ryżu  brażowym basmati z Indii // exceeded levels of ochratoxin A and NDP of the pesticide tricyclazole in basmati rice from India,13-10-2025 12:49:44,Poland,border rejection notification,serious,,,,"India,Poland",India,"ochratoxin A   - {mycotoxins},tricyclazole  unauthorised substance - {pesticide residues}",10/13/2025 12:49,"przekroczony  poziom  zawartości ochratoksyny A oraz  NDP  pestycydu  Tricyklazolu  w  ryżu  brażowym basmati z Indii // exceeded levels of ochratoxin A and NDP of the pesticide tricyclazole in basmati rice from India | ochratoxin A   - {mycotoxins},tricyclazole  unauthorised substance - {pesticide residues}"
2025.7835,SPS,food,tolfenpyrad in ground cumin from India,13-10-2025 12:10:03,Netherlands,border rejection notification,not serious,,,,"India,Netherlands",India,tolfenpyrad   - {pesticide residues},10/13/2025 12:10,tolfenpyrad in ground cumin from India | tolfenpyrad   - {pesticide residues}
2025.7715,SPS,food,Chlorfenapyr in peppers from Vietnam,9/10/2025 10:23,France,border rejection notification,no risk,,,,"France,Vietnam",Vietnam,chlorfenapyr  unauthorised substance - {pesticide residues},10/9/2025 10:23,Chlorfenapyr in peppers from Vietnam | chlorfenapyr  unauthorised substance - {pesticide residues}
2025.7665,SPS,food,Salmonella spp. in sesame seeds from India,8/10/2025 7:53,Greece,border rejection notification,serious,,,,"Greece,India",India,Salmonella   - {pathogenic micro-organisms},10/8/2025 7:53,Salmonella spp. in sesame seeds from India | Salmonella   - {pathogenic micro-organisms}
2025.763,SPS,food,Presenza di Bacillus Cereus in curcuma in polvere from India via Netherlands //  Presencia de Bacillus cereus en cúrcuma en polvo procedente de La India a través de Países Bajos  ,7/10/2025 10:07,Italy,alert notification,potentially serious,"Algeria,Colombia,France,Italy,Mexico,Netherlands,Spain,United Kingdom","INFOSAN,Netherlands,Spain,United Kingdom","France,Italy,Netherlands,Spain","India,Italy,Netherlands,Spain",India,Bacillus cereus presumptive - {pathogenic micro-organisms},10/7/2025 10:07,Presenza di Bacillus Cereus in curcuma in polvere from India via Netherlands //  Presencia de Bacillus cereus en cúrcuma en polvo procedente de La India a través de Países Bajos   | Bacillus cereus presumptive - {pathogenic micro-organisms}
2025.7626,SPS,food,Clothianidin and thiamethoxam above legal limits in ground cumin from India,7/10/2025 9:35,Italy,border rejection notification,potentially serious,,,,"India,Italy",India,"clothianidin   - {pesticide residues},thiamethoxam   - {pesticide residues}",10/7/2025 9:35,"Clothianidin and thiamethoxam above legal limits in ground cumin from India | clothianidin   - {pesticide residues},thiamethoxam   - {pesticide residues}"
2025.7613,Other/Unmatched,food,Unauthorised use of the colouring agent cochineal red (E 124) in corn snacks from India,6/10/2025 16:36,Germany,information notification for follow-up,potential risk,"Austria,Belgium,Bulgaria,Estonia,France,Germany,Greece,Netherlands,Poland,Switzerland","Germany,India,Poland","Austria,Belgium,Bulgaria,Estonia,France,Greece,Netherlands,Poland,Switzerland","Belgium,Germany,India,Netherlands",India,,10/6/2025 16:36,Unauthorised use of the colouring agent cochineal red (E 124) in corn snacks from India
2025.7542,Other/Unmatched,food,Lack of necessary product identification Borage oil powder from India,2/10/2025 15:37,Poland,border rejection notification,potential risk,Poland,India,,"India,Poland",India,,10/2/2025 15:37,Lack of necessary product identification Borage oil powder from India
2025.7528,SPS,food,Nitrofurans in frozen shrimps from India,2/10/2025 13:37,Ireland,border rejection notification,serious,,India,,"India,Ireland",India,nitrofuran metabolite aminoguanidine (AGN) prohibited substance - {residues of veterinary medicinal products},10/2/2025 13:37,Nitrofurans in frozen shrimps from India | nitrofuran metabolite aminoguanidine (AGN) prohibited substance - {residues of veterinary medicinal products}
2025.7525,SPS,food,Salmonella Weltevreden in frozen minced cassava leaves from Vietnam.,2/10/2025 12:27,Finland,border rejection notification,serious,Finland,,,"Finland,Vietnam",Vietnam,Salmonella Weltevreden  - {pathogenic micro-organisms},10/2/2025 12:27,Salmonella Weltevreden in frozen minced cassava leaves from Vietnam. | Salmonella Weltevreden  - {pathogenic micro-organisms}
2025.7501,SPS,food,"Dinotefuran, imidacloprid and tolfenpyrad in green tea from Vietnam",1/10/2025 15:39,Czechia,information notification for attention,potential risk,,INFOSAN,,"Czechia,Vietnam",Vietnam,"acetamiprid   - {pesticide residues},dinotefuran  unauthorised substance - {pesticide residues},imidacloprid   - {pesticide residues},tolfenpyrad   - {pesticide residues}",10/1/2025 15:39,"Dinotefuran, imidacloprid and tolfenpyrad in green tea from Vietnam | acetamiprid   - {pesticide residues},dinotefuran  unauthorised substance - {pesticide residues},imidacloprid   - {pesticide residues},tolfenpyrad   - {pesticide residues}"
2025.7496,Other/Unmatched,food,"foreign bodies: metal fragments, plastic and  paper in rice from India",1/10/2025 14:26,Italy,border rejection notification,not serious,,,,"India,Italy",India,,10/1/2025 14:26,"foreign bodies: metal fragments, plastic and  paper in rice from India"
2025.7479,Other/Unmatched,food,Undeclared Allergen Milk in Peri Peri Murukku,30-09-2025 18:27:12,European Commission,alert notification,serious,,INFOSAN,Ireland,"India,Ireland,United Kingdom (Northern Ireland)",India,milk ingredient  undeclared - {allergens},9/30/2025 18:27,Undeclared Allergen Milk in Peri Peri Murukku | milk ingredient  undeclared - {allergens}
2025.7442,SPS,food,Nitrofurans (AOZ) in catfish from Vietnam,29-09-2025 13:26:32,Belgium,alert notification,potentially serious,,Vietnam,France,"Belgium,France,Vietnam",Vietnam,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},9/29/2025 13:26,Nitrofurans (AOZ) in catfish from Vietnam | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products}
2025.7436,SPS,food,Clorpirifos en comino (cuminum cyminum) entero procedente de la India // Chlorpyrifos in whole cumin (Cuminum cyminum) from India,29-09-2025 12:08:33,Spain,border rejection notification,serious,,,,"India,Spain",India,chlorpyrifos  unauthorised substance - {pesticide residues},9/29/2025 12:08,Clorpirifos en comino (cuminum cyminum) entero procedente de la India // Chlorpyrifos in whole cumin (Cuminum cyminum) from India | chlorpyrifos  unauthorised substance - {pesticide residues}
2025.7433,SPS,food,unauthorised substance chlorpyrifos in brown basmati rice from India,29-09-2025 11:26:54,Netherlands,border rejection notification,potentially serious,,,,"India,Netherlands",India,chlorpyrifos  unauthorised substance - {pesticide residues},9/29/2025 11:26,unauthorised substance chlorpyrifos in brown basmati rice from India | chlorpyrifos  unauthorised substance - {pesticide residues}
2025.7413,SPS,food,Ochratoxin A in instant coffee from India,26-09-2025 16:38:14,Netherlands,information notification for attention,serious,Netherlands,India,,"India,Netherlands",India,ochratoxin A   - {mycotoxins},9/26/2025 16:38,Ochratoxin A in instant coffee from India | ochratoxin A   - {mycotoxins}
2025.7398,SPS,food,Semikarbazyd (SEM) w krewetkach mrożonych z Indii,26-09-2025 14:12:18,Poland,border rejection notification,potentially serious,,India,,"India,Poland",India,nitrofuran (metabolite) nitrofurazone (SEM) prohibited substance - {residues of veterinary medicinal products},9/26/2025 14:12,Semikarbazyd (SEM) w krewetkach mrożonych z Indii | nitrofuran (metabolite) nitrofurazone (SEM) prohibited substance - {residues of veterinary medicinal products}
2025.7359,Other/Unmatched,food,MOAH in unrefined palm oil from Ecuador,25-09-2025 16:19:13,Germany,information notification for follow-up,potentially serious,"Austria,Belgium,Czechia,Denmark,Finland,France,Germany,Ireland,Italy,Luxembourg,Malta,Netherlands,Spain,Sweden,Switzerland","Belgium,Finland,France,Germany,Netherlands,United Kingdom (Northern Ireland)","Austria,Belgium,Czechia,Denmark,Ecuador,Finland,France,Germany,Ireland,Italy,Luxembourg,Malta,Netherlands,Spain,Sweden,Switzerland,United Kingdom (Northern Ireland)","Belgium,Ecuador,Germany,Netherlands",Ecuador,mineral oil aromatic hydrocarbons (MOAH)  - {environmental pollutants},9/25/2025 16:19,MOAH in unrefined palm oil from Ecuador | mineral oil aromatic hydrocarbons (MOAH)  - {environmental pollutants}
2025.7346,SPS,food,Too much pesticide residue (Thiamethoxam) in rice from India,25-09-2025 12:57:32,Finland,border rejection notification,serious,Finland,"Finland,India",,"Finland,India",India,thiamethoxam   - {pesticide residues},9/25/2025 12:57,Too much pesticide residue (Thiamethoxam) in rice from India | thiamethoxam   - {pesticide residues}
2025.7294,TBT,food,Improper official certificates for peanuts from India ,24-09-2025 12:53:35,Poland,border rejection notification,not serious,,,,"India,Poland",India,,9/24/2025 12:53,Improper official certificates for peanuts from India 
2025.7293,SPS,food,"Unauthorized pesticides residues chlorpyrifos 0,044±0,022 mg/kg in Basmati rice from India ",24-09-2025 12:49:07,Latvia,border rejection notification,serious,Latvia,,,"Estonia,India,Latvia",India,chlorpyrifos  unauthorised substance - {pesticide residues},9/24/2025 12:49,"Unauthorized pesticides residues chlorpyrifos 0,044±0,022 mg/kg in Basmati rice from India  | chlorpyrifos  unauthorised substance - {pesticide residues}"
2025.7271,Other/Unmatched,food,"shipment of sesame seed from India with destination Belgium, via UK, not declared and not presented in BCP",24-09-2025 08:51:14,Belgium,border rejection notification,not serious,,United Kingdom,,"Belgium,India,United Kingdom",India,,9/24/2025 8:51,"shipment of sesame seed from India with destination Belgium, via UK, not declared and not presented in BCP"
2025.7252,Other/Unmatched,food contact material,Migration of lead in kitchen strainers from India with destination Belgium,23-09-2025 13:51:44,Belgium,information notification for attention,potentially serious,,INFOSAN,,"Belgium,India",India,lead  migration - {migration},9/23/2025 13:51,Migration of lead in kitchen strainers from India with destination Belgium | lead  migration - {migration}
2025.7238,SPS,food,Propiconazole and tricyclazole in rice from India,23-09-2025 09:56:47,France,border rejection notification,potentially serious,,,,"France,India",India,"propiconazole   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",9/23/2025 9:56,"Propiconazole and tricyclazole in rice from India | propiconazole   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2025.7217,SPS,food,Permethrin in drumsticks from India,22-09-2025 16:55:08,France,border rejection notification,no risk,,,,"France,India",India,permethrin   - {residues of veterinary medicinal products},9/22/2025 16:55,Permethrin in drumsticks from India | permethrin   - {residues of veterinary medicinal products}
2025.7162,SPS,food,Aflatoxine B1 in groundnutkernels,18-09-2025 16:46:14,Netherlands,information notification for attention,serious,Netherlands,"INFOSAN,India,Switzerland",,"India,Netherlands",India,"Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}",9/18/2025 16:46,"Aflatoxine B1 in groundnutkernels | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}"
2025.7154,SPS,food,vibrio cholerae non O1 non O139 stn/sto + in  fozen raw vannamei shirmps,18-09-2025 14:14:17,Italy,information notification for attention,potentially serious,,,,"Ecuador,Italy",Ecuador,Vibrio cholerae NON O:1/NON O:139  - {pathogenic micro-organisms},9/18/2025 14:14,vibrio cholerae non O1 non O139 stn/sto + in  fozen raw vannamei shirmps | Vibrio cholerae NON O:1/NON O:139  - {pathogenic micro-organisms}
2025.7137,SPS,food,Nitrofurans (NPAOZ) in frozen shrimps from India,17-09-2025 15:52:38,Ireland,border rejection notification,serious,"Ireland,United Kingdom","INFOSAN,India",,"India,Ireland,United Kingdom",India,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},9/17/2025 15:52,Nitrofurans (NPAOZ) in frozen shrimps from India | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products}
2025.7127,SPS,food,Residuos de Clorpirifos en comino de la India/ Clorpyriphos residues in cumin from India,17-09-2025 13:40:32,Spain,border rejection notification,potential risk,,,,"India,Spain",India,chlorpyrifos  unauthorised substance - {pesticide residues},9/17/2025 13:40,Residuos de Clorpirifos en comino de la India/ Clorpyriphos residues in cumin from India | chlorpyrifos  unauthorised substance - {pesticide residues}
