Importing Market,Exporting country,Refusal date - formating as MM-YYYY,Barrier Classification,Specific Reason of Rejection,Unique Order ID
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",082-0427512-0|1
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a food additive, namely chloramphenicol, that is unsafe within the meaning of 21 U.S.C. 348.",8P5-0013681-4|1
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a poisonous or deleterious substance, namely chloramphenicol, which may render it injurious to health.",8P5-0013681-4|1
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a food additive, namely chloramphenicol, that is unsafe within the meaning of 21 U.S.C. 348.",8P5-0013681-4|2
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a poisonous or deleterious substance, namely chloramphenicol, which may render it injurious to health.",8P5-0013681-4|2
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a food additive, namely chloramphenicol, that is unsafe within the meaning of 21 U.S.C. 348.",8P5-0013681-4|3
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a poisonous or deleterious substance, namely chloramphenicol, which may render it injurious to health.",8P5-0013681-4|3
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a food additive, namely chloramphenicol, that is unsafe within the meaning of 21 U.S.C. 348.",8P5-0013681-4|4
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a poisonous or deleterious substance, namely chloramphenicol, which may render it injurious to health.",8P5-0013681-4|4
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",8P5-0015431-2|1
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",8P5-0015431-2|1
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",8P5-0015434-6|1
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",8P5-0015434-6|1
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",9EX-2221172-9|1
United States,India,Feb-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",9EX-2221172-9|1
United States,India,Feb-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",788-1819730-9|1
United States,India,Feb-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",788-1820512-8|1
United States,India,Feb-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",788-1820512-8|1
United States,India,Feb-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",8TH-0019643-4|1
United States,India,Feb-23,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,BUU-1534901-8|1
United States,India,Feb-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",BUU-1534901-8|1
United States,India,Feb-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3590366-9|1
United States,India,Feb-24,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0447979-7|1
United States,India,Feb-24,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0447979-7|1
United States,India,Feb-24,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0448038-1|1
United States,India,Feb-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",8P5-0042576-1|1
United States,India,Feb-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",8P5-0042576-1|1
United States,India,Feb-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",8P5-0043853-3|1
United States,India,Feb-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",8P5-0045086-8|1
United States,India,Feb-24,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,9EX-2310868-4|1
United States,India,Feb-24,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",9EX-2310868-4|1
United States,India,Feb-24,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,9EX-2310868-4|2
United States,India,Feb-24,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",9EX-2310868-4|2
